	1mth	1mth	1week	1week	1week	2day	2day	2mth	2week	2week	2week	2week	2week	3day	3day	3day	3week	3week	3week	3week	4week	4week	4week	4week	5day	6day	6day	6mth	6mth	6mth	6mth	7mth	7mth	7mth	8mth	9mth	9mth	cases_new	cases_new	cases_new	cases_new	1day	1day	1day	1day	1day	1day	1day	1day	1day	1day	1day	1mth	1mth	1mth	1mth	1mth	1mth	1mth	1mth	1mth	1mth	1mth	1mth	1week	1week	1week	1week	1week	1week	1week	1week	1week	1week	2day	2day	2day	2day	2day	2day	2day	2day	2day	2day	2day	2mth	2mth	2mth	2week	2week	2week	2week	2week	2week	3day	3day	3day	3day	3day	3mth	3mth	3mth	3mth	3week	3week	3week	3week	3week	3week	3week	3week	3week	4day	4day	4day	4day	4day	4day	4day	4day	4day	4day	4day	4mth	4mth	4mth	4week	4week	4week	4week	4week	4week	4week	4week	5day	5day	5day	5day	5day	5day	5day	5day	5day	5day	5mth	5mth	5mth	5mth	5mth	5mth	5mth	5mth	6day	6day	6day	6day	6day	6day	6day	6day	6day	6day	6mth	6mth	6mth	6mth	6mth	6mth	7mth	7mth	7mth	7mth	7mth	7mth	7mth	7mth	8mth	8mth	8mth	8mth	8mth	8mth	8mth	9mth	9mth	9mth	9mth	9mth	9mth	9mth	9mth	9mth	9mth	cases_new	cases_new	cases_new	cases_new
2020-12-22	5	16	1	3	2	73	112	0	0	12	0	2	0	29	0	13	0	1	2	20	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	57	17	0	13	0	29	267	1	891	0	26	0	0	16	2	1	6	3	11	8	22	8	5	0	2	1	0	0	0	0	0	0	0	0	0	14	6	2	0	232	1	1623	0	90	1	0	0	0	0	1	0	0	0	0	0	5	603	0	30	1	0	0	0	0	0	0	13	0	0	0	2	39	0	3	3	38	2	10	578	1	1	23	29	4	0	0	0	3	0	6	0	0	1	0	16	0	0	0	0	60	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	5	0	252
2020-12-23	7	46	0	0	1	318	80	0	0	1	0	0	0	41	0	0	0	0	3	37	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	124	31	8	1	34	0	60	229	0	249	0	85	0	0	14	8	2	16	16	15	8	11	2	6	0	2	1	0	1	0	0	0	1	0	0	0	24	8	1	2	293	2	115	1	44	37	1	0	0	0	0	0	0	0	0	0	0	1203	0	196	1	0	0	0	0	1	0	1	0	0	0	1	5	0	0	0	37	1	39	528	2	2	11	19	0	0	0	0	3	0	1	0	0	12	1	29	0	1	0	0	134	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	14	0	189
2020-12-24	5	27	1	3	3	158	79	0	0	0	0	5	0	73	0	1	0	0	0	46	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	76	144	26	4	26	0	43	310	1	459	1	49	9	0	4	7	6	14	1	17	2	1	5	0	0	2	2	0	0	0	0	0	0	0	0	0	24	28	0	0	326	4	161	1	59	13	5	0	0	0	0	0	0	1	0	0	2	1623	0	90	0	0	0	0	0	1	0	0	0	0	0	2	11	0	0	3	96	0	23	889	8	0	19	21	0	0	0	0	4	0	1	0	0	18	0	49	1	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	4	0	249
2020-12-25	6	53	0	3	1	167	42	0	0	0	0	2	0	318	2	37	0	0	0	53	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	14	89	55	15	47	1	48	320	1	320	0	256	3	2	34	6	2	14	7	30	1	0	2	0	0	1	10	0	0	0	0	0	0	0	1	0	25	5	0	3	441	0	175	0	154	0	0	0	0	0	1	0	0	0	0	0	1	115	1	44	1	0	0	0	0	0	0	0	0	0	0	0	115	0	1	0	22	0	97	533	16	7	10	26	1	0	0	0	0	0	1	0	0	1	0	39	1	0	0	0	96	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	225
2020-12-26	3	77	0	0	2	41	167	0	1	0	0	2	0	158	0	13	0	0	0	9	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	54	5	33	26	2	39	0	44	391	1	222	0	264	10	4	43	10	0	9	2	23	4	2	10	1	0	2	7	0	1	0	0	0	1	0	0	0	17	18	1	0	476	0	266	0	191	0	0	0	0	0	2	0	0	0	1	0	0	161	1	59	5	0	0	0	0	0	0	1	0	0	0	0	177	0	0	2	25	0	61	927	7	3	17	6	0	0	0	0	4	0	0	0	0	6	0	16	1	0	1	0	64	1	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	16	1	248
2020-12-27	1	36	0	1	2	32	77	0	0	1	0	3	0	167	3	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	23	39	30	4	108	0	31	250	0	337	1	178	21	0	20	4	0	6	5	7	6	10	15	2	0	2	0	0	0	0	0	0	4	0	0	0	52	6	1	1	290	0	238	1	493	35	0	0	0	0	0	0	0	0	4	0	0	175	0	154	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	155	0	13	410	16	4	11	76	1	0	0	0	0	0	0	1	0	4	0	30	2	0	1	0	124	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	27	0	186
2020-12-28	1	34	0	0	4	141	43	0	0	9	0	5	0	41	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	14	160	47	1	54	0	55	248	2	426	0	148	5	0	26	10	9	15	14	6	6	15	8	4	5	0	0	6	0	0	0	0	3	0	1	0	31	1	0	2	326	2	402	0	119	30	1	0	0	1	0	0	0	1	1	0	1	266	0	191	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	24	0	19	546	27	11	14	29	0	0	0	0	1	0	0	0	0	5	0	14	0	0	1	0	98	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	12	0	157
2020-12-29	1	33	0	1	7	146	13	0	0	0	0	2	0	32	1	35	0	0	1	28	0	72	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	9	60	17	33	29	0	18	271	2	417	0	98	0	1	24	15	1	9	12	11	1	0	11	2	0	2	1	0	0	0	1	0	1	0	0	0	21	10	0	0	267	1	891	0	26	0	0	0	0	0	0	0	0	0	0	0	1	238	1	493	0	1	0	0	0	3	0	59	0	0	0	2	10	0	0	1	43	1	13	352	10	1	23	17	1	0	0	0	0	0	5	0	0	1	0	8	2	1	1	1	73	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	8	0	230
2020-12-30	2	59	0	1	1	62	34	0	0	0	0	1	0	141	2	30	0	2	0	5	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	56	8	34	48	119	33	0	29	203	0	277	0	129	1	0	22	4	7	10	3	8	1	4	6	0	0	3	1	1	0	0	0	0	4	0	0	0	26	2	1	1	229	0	249	0	85	0	0	0	0	0	0	0	0	0	0	0	0	402	0	119	1	0	0	0	0	1	0	4	1	0	0	0	13	0	0	0	23	0	35	466	16	0	19	65	1	0	0	0	3	0	1	0	0	27	0	10	8	2	0	2	35	4	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	23	0	280
2020-12-31	0	32	0	1	3	52	26	0	0	0	0	1	0	141	2	30	0	1	15	31	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37	239	78	33	45	115	0	42	274	1	1428	3	136	0	1	16	4	2	9	3	5	6	5	21	0	0	2	3	2	0	1	0	0	1	0	0	0	32	9	2	4	310	1	459	1	49	9	0	0	0	0	0	0	0	0	0	0	0	402	0	119	1	0	0	0	0	0	0	2	0	0	0	0	8	0	1	0	25	1	2	529	9	2	11	12	4	0	0	0	3	0	1	0	0	27	0	10	8	2	0	2	35	4	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	24	0	299
2021-01-01	2	22	2	6	0	15	47	0	0	0	0	1	0	146	0	0	0	13	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	23	51	51	96	12	0	34	532	1	829	2	132	8	2	19	3	11	8	9	5	2	3	32	1	0	0	0	1	0	0	0	0	0	0	0	0	24	20	0	15	320	1	320	0	256	3	2	0	0	0	0	0	0	0	0	0	0	891	0	26	0	0	0	0	0	0	0	2	0	0	0	1	11	0	0	1	8	0	23	644	11	15	4	18	1	0	0	0	3	0	3	0	0	24	0	32	5	0	1	2	118	0	2	14	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	20	0	254
2021-01-02	1	70	0	1	0	10	39	0	0	0	0	0	0	62	1	0	0	1	0	6	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26	95	131	12	79	62	0	102	429	1	823	6	238	11	0	27	3	7	17	3	6	2	1	23	2	0	7	0	11	0	0	0	0	2	0	0	0	30	35	5	2	391	1	222	0	264	10	4	0	0	0	1	0	0	0	1	0	1	249	0	85	0	0	0	0	0	1	0	6	0	0	0	1	5	0	2	0	16	1	21	503	14	0	22	105	6	0	0	0	1	0	8	0	0	63	0	14	1	2	0	0	113	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	47	0	259
2021-01-03	1	63	0	0	0	258	108	0	0	0	0	3	0	52	4	9	0	0	0	2	0	71	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47	6	72	75	28	105	1	26	333	0	435	12	131	6	0	21	0	3	4	13	5	0	5	28	18	0	1	0	1	0	0	0	0	0	0	1	0	17	2	3	4	250	0	337	1	178	21	0	0	0	0	0	0	0	0	0	0	2	459	1	49	0	0	0	0	0	0	0	36	0	0	0	0	55	0	0	1	71	0	35	678	21	1	22	81	3	0	0	0	0	0	0	0	0	11	0	30	4	2	0	0	155	3	9	4	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	53	0	316
2021-01-04	0	29	0	0	0	541	54	0	0	1	0	7	0	15	15	3	0	0	1	2	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	50	34	56	34	0	62	0	31	283	0	532	9	124	16	1	6	2	2	9	24	2	1	10	7	6	1	1	0	0	0	0	1	0	0	0	0	0	18	3	1	1	248	2	426	0	148	5	0	0	0	3	0	0	0	0	1	0	0	320	0	256	2	0	0	1	1	0	0	3	0	0	0	0	271	0	2	0	44	0	23	646	9	3	9	28	4	0	0	0	0	0	0	0	0	21	0	25	8	1	0	0	126	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	45	1	303
2021-01-05	1	50	0	0	15	23	29	0	0	1	0	2	0	10	2	10	0	1	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	42	21	98	25	8	110	0	34	260	0	503	7	696	11	0	16	2	14	12	7	6	2	13	15	10	0	1	1	3	0	0	0	0	2	0	0	0	10	2	0	33	271	2	417	0	98	0	1	0	0	1	0	0	0	0	0	0	5	222	0	264	4	0	0	0	0	0	0	0	0	0	0	3	4	0	0	5	90	0	36	564	6	0	17	95	1	0	0	0	0	0	0	0	0	4	0	23	2	1	1	0	130	1	5	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	47	0	383
2021-01-06	3	27	0	0	2	33	33	0	0	0	0	2	0	258	4	21	0	0	0	14	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	43	13	125	34	13	35	0	69	268	0	481	1	232	3	4	30	1	10	8	3	6	0	2	12	6	1	4	0	6	0	2	0	0	4	0	1	0	16	17	2	119	203	0	277	0	129	1	0	1	0	5	1	0	0	1	1	0	3	337	1	178	0	1	0	0	1	0	0	5	0	0	0	0	15	1	0	2	45	0	192	1199	18	8	18	59	9	0	0	0	0	0	0	0	0	9	0	22	6	0	0	0	219	3	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	42	0	405
2021-01-07	5	50	2	2	3	67	115	0	0	0	0	3	0	541	1	5	0	0	0	12	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	66	11	63	59	4	41	0	80	184	9	368	2	297	16	2	10	5	4	22	5	14	1	1	15	0	1	2	1	1	0	0	10	1	4	0	0	0	14	3	5	45	274	1	1428	3	136	0	1	0	0	0	1	0	0	0	2	0	1	426	0	148	0	0	0	0	0	0	0	1	0	0	0	2	4	0	0	2	68	0	18	616	25	3	28	104	0	0	0	0	0	0	0	0	0	16	0	20	6	1	0	0	282	3	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103	30	0	493
2021-01-08	1	58	0	1	3	64	12	0	0	0	0	1	0	23	33	0	0	1	0	3	0	53	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	49	70	88	80	6	65	0	37	260	1	692	4	197	19	6	18	0	13	9	3	4	6	7	18	3	0	2	0	0	0	1	0	0	0	0	1	0	22	2	5	96	532	1	829	2	132	8	2	0	0	0	0	0	0	1	1	0	0	417	0	98	1	0	0	0	1	0	0	0	0	0	0	2	1	0	2	5	104	0	18	524	2	1	11	24	2	0	0	0	0	0	1	0	0	6	0	6	5	0	1	0	271	8	5	12	10	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	107	3	401
2021-01-09	2	39	0	1	7	49	62	0	0	0	0	4	0	33	119	1	0	0	0	3	0	28	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	61	50	351	42	16	82	0	30	199	2	401	0	281	19	4	7	1	3	11	14	4	0	0	6	5	0	2	0	0	0	0	0	3	0	0	0	1	16	1	15	79	429	1	823	6	238	11	0	0	0	6	2	0	0	0	0	0	2	277	0	129	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	5	260	0	34	370	4	0	22	63	5	0	0	0	0	0	0	0	0	10	0	10	5	0	0	0	274	10	5	10	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	65	8	409
2021-01-10	0	31	3	4	1	29	105	0	1	0	0	6	0	67	45	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	35	144	80	12	10	0	30	196	3	441	2	284	27	2	19	1	14	11	4	1	1	2	15	3	0	2	2	0	0	0	0	0	0	0	0	0	13	0	7	28	333	0	435	12	131	6	0	1	0	0	1	0	0	2	3	0	5	1428	3	136	1	0	0	1	0	1	0	0	0	0	0	0	0	0	9	0	141	0	27	397	6	0	19	8	3	0	0	0	0	0	2	2	0	8	0	9	2	0	1	0	277	9	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	71	5	403
2021-01-11	0	35	0	1	6	260	62	0	0	0	0	3	0	64	96	8	0	11	0	3	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	37	102	51	12	21	0	18	247	0	1204	1	127	29	5	21	2	8	17	27	1	5	10	7	1	2	2	1	0	0	0	0	0	1	0	0	0	5	2	1	0	283	0	532	9	124	16	1	0	0	4	2	0	0	2	0	0	5	829	2	132	2	0	0	0	0	0	0	16	0	0	0	0	1	0	1	6	225	0	26	259	14	0	21	46	3	0	0	0	0	0	4	0	0	3	0	35	3	0	3	0	488	0	3	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	40	3	374
2021-01-12	0	53	0	0	3	67	110	0	0	0	0	9	1	49	79	11	0	4	0	13	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	86	21	85	241	6	17	0	23	252	0	1015	0	503	2	2	14	1	3	9	11	1	2	6	8	0	0	1	2	2	0	0	0	0	4	0	0	0	20	3	5	8	260	0	503	7	696	11	0	0	1	2	0	0	0	2	0	0	15	823	6	238	0	0	0	0	0	1	0	4	0	0	0	1	10	0	2	8	240	0	63	319	8	0	49	35	1	0	0	0	0	0	0	0	0	3	0	12	2	0	1	0	291	1	0	28	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	62	0	409
2021-01-13	0	13	0	3	3	60	35	2	1	0	0	4	0	29	28	6	0	2	2	7	0	22	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	85	72	106	61	45	8	0	43	189	4	535	1	226	2	4	20	2	0	42	0	3	0	14	6	4	0	2	0	9	0	0	0	0	0	0	0	0	9	1	14	13	268	0	481	1	232	3	4	5	14	3	0	0	0	1	0	0	7	435	12	131	0	0	0	0	0	2	0	26	1	0	0	2	1	0	5	13	83	0	42	556	13	0	202	4	1	0	0	0	0	0	3	0	0	2	0	5	10	0	0	0	443	0	0	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	97	1	450
2021-01-14	0	52	0	2	4	33	41	0	0	0	0	1	0	260	0	16	0	1	0	2	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	85	85	169	92	12	26	0	37	249	2	492	7	378	26	4	8	0	3	2	11	3	3	5	15	0	0	0	0	12	0	0	0	1	0	0	0	0	9	10	98	4	184	9	368	2	297	16	2	0	11	2	2	0	0	0	1	0	1	532	9	124	1	0	0	0	1	0	0	0	0	0	0	0	4	0	5	6	371	0	34	391	4	0	13	8	4	0	0	0	1	0	8	0	0	1	0	18	3	0	2	0	429	3	0	12	8	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	86	4	389
2021-01-15	1	18	0	0	6	174	65	2	0	0	0	1	0	67	8	11	0	2	0	2	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	79	58	70	74	11	55	0	25	225	3	461	0	140	8	7	14	0	0	1	17	0	0	0	8	0	0	0	1	14	0	2	1	2	0	0	0	0	4	1	140	6	260	1	692	4	197	19	6	6	23	45	0	0	0	3	1	0	5	503	7	696	0	1	0	2	0	3	0	32	0	0	0	1	1	0	1	2	48	0	42	381	4	0	475	30	1	0	0	0	0	0	5	0	0	14	0	15	0	2	2	0	304	4	0	10	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	142	0	514
2021-01-16	0	13	0	5	13	18	82	0	0	0	0	0	0	60	13	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	141	44	214	54	19	26	1	58	248	6	710	0	728	16	3	13	1	0	26	8	1	0	3	16	2	0	1	0	5	0	0	0	1	1	0	0	0	13	10	3	16	199	2	401	0	281	19	4	5	8	23	0	0	0	1	1	0	14	481	1	232	4	0	0	0	0	1	0	4	0	0	0	0	2	0	7	1	90	0	26	288	1	4	392	8	1	0	0	0	0	0	7	0	0	1	0	7	5	0	3	0	489	0	0	10	19	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	195	14	449
2021-01-17	0	10	0	1	2	169	10	0	0	0	0	4	0	33	4	16	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	114	60	236	107	9	30	0	37	186	3	392	5	202	12	6	9	0	1	13	1	1	0	5	10	0	1	0	0	6	0	0	0	3	0	0	0	0	6	1	1	12	196	3	441	2	284	27	2	9	25	8	0	0	0	10	1	0	98	368	2	297	2	0	0	0	0	0	0	1	0	0	0	2	1	0	19	2	67	0	33	499	1	1	245	1	2	0	0	0	0	0	1	0	0	8	0	13	2	0	1	0	451	4	3	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	96	13	393
2021-01-18	0	2	0	0	4	58	21	1	0	0	0	1	0	174	6	19	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	150	156	126	114	11	47	0	69	157	2	697	3	194	0	9	16	0	0	3	2	0	0	10	6	1	0	0	0	3	0	0	0	0	0	0	0	0	3	6	9	12	247	0	1204	1	127	29	5	5	21	6	0	0	0	7	0	0	140	692	4	197	6	0	0	0	0	2	0	0	1	0	0	1	4	0	3	4	31	0	16	387	3	0	31	13	1	0	0	0	0	0	0	0	0	8	0	38	1	0	1	0	702	5	2	7	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	142	16	432
2021-01-19	0	10	0	0	3	57	17	0	0	0	0	4	0	18	16	19	0	0	0	3	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	133	122	139	135	288	17	0	57	230	4	747	2	360	0	2	3	0	37	0	5	0	0	3	5	0	0	9	1	7	0	0	0	4	0	0	1	0	5	4	9	6	252	0	1015	0	503	2	2	0	9	6	1	2	0	6	1	0	3	401	0	281	4	0	0	0	0	0	0	1	0	0	0	0	1	0	17	1	32	0	8	660	8	0	72	15	0	0	0	0	1	0	2	0	0	6	0	22	2	0	16	0	643	0	1	7	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	114	3	526
2021-01-20	0	2	0	1	0	31	8	0	1	1	0	4	0	169	12	27	0	0	0	12	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	121	132	176	170	48	48	0	69	280	1	472	2	219	2	1	2	0	2	3	2	0	0	2	6	0	0	13	0	0	0	0	0	0	0	0	0	0	14	4	124	45	189	4	535	1	226	2	4	5	7	18	14	0	0	1	0	0	1	441	2	284	2	0	0	0	0	0	0	1	0	0	0	1	7	0	7	2	153	0	25	512	2	4	46	1	1	0	0	0	0	1	0	0	0	15	1	10	1	1	0	0	673	1	0	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	142	3	406
2021-01-21	0	11	0	2	3	144	26	0	0	0	0	2	0	58	12	29	0	1	0	4	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	135	106	102	245	15	33	0	92	299	2	1205	17	222	63	5	1	0	1	1	8	0	0	0	22	0	0	0	0	3	0	0	0	0	0	0	0	0	4	9	76	12	249	2	492	7	378	26	4	13	17	29	0	0	0	11	1	0	9	1204	1	127	5	0	0	0	0	1	0	6	0	0	0	1	0	0	7	0	121	0	17	346	0	0	68	12	0	0	0	0	0	0	1	0	0	8	0	39	0	1	3	0	535	0	0	26	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	156	8	401
2021-01-22	1	1	0	0	1	89	55	0	0	0	0	3	0	57	6	2	0	0	0	2	0	13	2	0	38	0	0	0	0	0	0	0	0	0	0	0	0	161	82	197	138	16	51	0	226	254	8	776	14	457	3	4	3	0	1	2	6	0	0	0	19	0	0	1	0	5	0	0	0	0	1	0	0	0	0	4	14	11	225	3	461	0	140	8	7	8	22	18	1	1	0	9	2	0	9	1015	0	503	2	0	0	0	0	1	0	12	0	0	0	0	0	0	8	5	29	0	15	311	0	0	30	13	1	0	0	0	0	0	2	0	0	20	0	39	1	3	3	0	578	1	1	23	29	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	166	13	453
2021-01-23	0	12	0	2	3	33	26	0	0	0	1	0	0	31	45	2	0	0	0	0	0	1	1	0	37	0	0	0	0	0	0	0	0	0	0	0	0	78	278	108	208	29	12	0	288	259	5	638	16	156	1	12	3	0	0	20	1	0	0	1	4	1	0	0	0	2	0	0	0	0	0	0	0	0	16	54	5	19	248	6	710	0	728	16	3	8	11	59	1	0	0	4	1	0	124	535	1	226	4	0	0	0	0	0	0	1	0	0	0	2	0	0	9	0	41	0	12	289	0	0	196	0	1	0	0	0	1	0	3	0	0	37	0	5	4	0	0	0	528	2	2	11	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	105	7	498
